final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1775955.314288185,0.775955314288185,0.154177764966976,-0.5795789200601142,0.5404027870226996,0.266,0.7673,0.3,3.2285,1.3837,14,47.2,70,1.635106,-0.859151,-0.2811
