final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
890144.1174958793,-0.1098558825041207,-0.028651285243304736,-0.5124648649090606,0.17658584422744125,-0.0559,0.2255,0.27209302325581397,2.6631,0.9955,16,46.9,430,1.385256,-1.495112,-0.4054
