final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
714899.8183362753,-0.28510018166372475,-0.15428839742895573,-0.2851001816637247,-2.1275571329615857,-0.5412,-0.5806,0.11764705882352941,0.6806,0.0908,6,1.0,17,4.643267,-4.928367,-2.3921
