timestamp,ret,equity,drawdown,benchmark_equity,active_ret
2023-01-01 16:00:00,0.0,1000000.0,0.0,1000000.0,0.0
2023-01-02 16:00:00,0.0,1000000.0,0.0,996671.7456902991,0.003328254309700962
2023-01-03 16:00:00,0.0,1000000.0,0.0,1007140.50969496,-0.010503723066223936
2023-01-04 16:00:00,0.0,1000000.0,0.0,1006650.5332974814,0.0004865025215070595
2023-01-05 16:00:00,0.0,1000000.0,0.0,1006435.4217083447,0.00021369043379149133
2023-01-06 16:00:00,0.0,1000000.0,0.0,1012285.2618684833,-0.005812434691744972
2023-01-07 16:00:00,0.0,1000000.0,0.0,1015852.5290550028,-0.003523974240161598
2023-01-08 16:00:00,0.0,1000000.0,0.0,1032147.2319321205,-0.016040421627217638
2023-01-09 16:00:00,0.0,1000000.0,0.0,1035146.8435361959,-0.002906185775899628
2023-01-10 16:00:00,0.0,1000000.0,0.0,1035804.1289474473,-0.0006349682804480672
2023-01-11 16:00:00,0.0,1000000.0,0.0,1080798.3030085748,-0.043438882703479065
2023-01-12 16:00:00,0.0,1000000.0,0.0,1150858.9525260678,-0.06482305655224274
2023-01-13 16:00:00,0.0,1000000.0,0.0,1242412.8349914856,-0.07955265262042976
2023-01-14 16:00:00,0.0,1000000.0,0.0,1249541.3940426044,-0.005737673380658226
2023-01-15 16:00:00,0.0,1000000.0,0.0,1254453.1086612295,-0.003930813850619552
2023-01-16 16:00:00,0.0,1000000.0,0.0,1265178.8115084702,-0.008550102648864577
2023-01-17 16:00:00,0.0,1000000.0,0.0,1256914.9412924622,0.006531780441497492
2023-01-18 16:00:00,0.0,1000000.0,0.0,1247276.7470347462,0.007668135639954166
2023-01-19 16:00:00,0.0,1000000.0,0.0,1263475.8447611365,-0.012987572938324643
2023-01-20 16:00:00,0.0,1000000.0,0.0,1374085.028830928,-0.08754356842548305
2023-01-21 16:00:00,0.0,1000000.0,0.0,1361698.186489797,0.009014611236736747
2023-01-22 16:00:00,0.0,1000000.0,0.0,1365480.5652654537,-0.0027776924528384317
2023-01-23 16:00:00,0.0,1000000.0,0.0,1370027.78524693,-0.0033301242779624207
2023-01-24 16:00:00,0.0,1000000.0,0.0,1349173.911744495,0.015221496765977172
2023-01-25 16:00:00,0.0,1000000.0,0.0,1371820.3818230703,-0.01678543431757684
2023-01-26 16:00:00,0.0,1000000.0,0.0,1370404.2305279195,0.0010323153919530315
2023-01-27 16:00:00,0.0,1000000.0,0.0,1375118.7595231687,-0.003440246965257243
2023-01-28 16:00:00,0.0,1000000.0,0.0,1405813.9882286151,-0.022321874741997094
2023-01-29 16:00:00,0.0,1000000.0,0.0,1384852.558931612,0.014910528329153738
2023-01-30 16:00:00,0.0,1000000.0,0.0,1381631.8604164792,0.002325661670161683
2023-01-31 16:00:00,0.0,1000000.0,0.0,1373373.9655223917,0.0059769140613175065
2023-02-01 16:00:00,0.0,1000000.0,0.0,1424409.190045113,-0.03716047180442139
2023-02-02 16:00:00,-0.011176160035946014,988823.839964054,-0.011176160035946058,1410235.7264497618,-0.0012257443166383553
2023-02-03 16:00:00,-0.0006890468792152271,988142.4939830331,-0.011857506016966887,1399444.295061396,0.0069631712471353024
2023-02-04 16:00:00,0.0,988142.4939830331,-0.011857506016966887,1380251.5610528511,0.013714539461324393
2023-02-05 16:00:00,0.0,988142.4939830331,-0.011857506016966887,1376839.6522362635,0.002471947080418424
2023-02-06 16:00:00,0.0,988142.4939830331,-0.011857506016966887,1368892.4740820406,0.005772043346743527
2023-02-07 16:00:00,0.0,988142.4939830331,-0.011857506016966887,1366550.1478892171,0.0017111104320989279
2023-02-08 16:00:00,0.0,988142.4939830331,-0.011857506016966887,1351301.1263481816,0.011158772010371742
2023-02-09 16:00:00,0.0,988142.4939830331,-0.011857506016966887,1293997.7891308889,0.04240604562519068
2023-02-10 16:00:00,0.0,988142.4939830331,-0.011857506016966887,1298664.5155507745,-0.0036064407984963687
2023-02-11 16:00:00,0.0,988142.4939830331,-0.011857506016966887,1311170.864330315,-0.009630161315554497
2023-02-12 16:00:00,0.0,988142.4939830331,-0.011857506016966887,1288661.8266559106,0.017167127707570784
2023-02-13 16:00:00,0.0,988142.4939830331,-0.011857506016966887,1316937.0499835673,-0.021941538689813633
2023-02-14 16:00:00,-0.035915387534333765,952652.9733724894,-0.04734702662751055,1363048.6092438225,-0.07092963461685808
2023-02-15 16:00:00,-0.00046402594172267886,952210.9176793854,-0.0477890823206146,1498066.9833587282,-0.09952019547173652
2023-02-16 16:00:00,0.0,952210.9176793854,-0.0477890823206146,1441857.1300528813,0.03752158877423628
2023-02-17 16:00:00,0.0,952210.9176793854,-0.0477890823206146,1473872.9049027516,-0.022204540368500947
2023-02-18 16:00:00,0.0,952210.9176793854,-0.0477890823206146,1489223.5069164352,-0.010415146355307048
2023-02-19 16:00:00,0.0,952210.9176793854,-0.0477890823206146,1490514.1764512565,-0.0008666728189736794
2023-02-20 16:00:00,0.0,952210.9176793854,-0.0477890823206146,1467395.655940964,0.01551043316161882
2023-02-21 16:00:00,-0.03520290319376007,918690.3289242765,-0.08130967107572348,1417155.1492336649,-0.0009650297859352674
2023-02-22 16:00:00,-0.0009188610244639239,917846.1801874761,-0.0821538198125239,1431101.5505960383,-0.01075998630274766
2023-02-23 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1395177.9152101818,0.025102086830172676
2023-02-24 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1374353.9183173492,0.014925692749154118
2023-02-25 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1389136.8647485883,-0.010756287906784623
2023-02-26 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1407540.856263631,-0.013248508467431419
2023-02-27 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1405455.4689133875,0.0014815821089408931
2023-02-28 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1416892.2350691643,-0.008137409123761818
2023-03-01 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1395900.9291625586,0.014815033484590456
2023-03-02 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1334671.8054435183,0.04386351670084021
2023-03-03 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1333422.9631621405,0.000935692412385225
2023-03-04 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1340790.535090078,-0.00552530752167768
2023-03-05 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1348032.6252576858,-0.005401358361409647
2023-03-06 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1333703.8032924025,0.010629432624113422
2023-03-07 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1323181.2613904574,0.007889714249872393
2023-03-08 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1293424.1582265245,0.022489060291454588
2023-03-09 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1195488.6319500462,0.07571802772785863
2023-03-10 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1199014.0718831227,-0.002948953121641784
2023-03-11 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1216342.505452481,-0.01445223536212814
2023-03-12 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1434495.5334468642,-0.17935164397895487
2023-03-13 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1547590.4514355708,-0.07883950514433291
2023-03-14 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1462005.915568701,0.055301798862535057
2023-03-15 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1486934.9586208954,-0.017051260043976724
2023-03-16 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1578751.755250814,-0.061749033538815334
2023-03-17 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1626709.688984494,-0.030377121402510143
2023-03-18 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1646237.041020585,-0.012004202205423198
2023-03-19 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1654781.7513668549,-0.005190449572786138
2023-03-20 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1675306.9821636642,-0.012403587832567897
2023-03-21 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1708487.9447880257,-0.019805900039590485
2023-03-22 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1707848.5853425353,0.0003742253186161948
2023-03-23 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1674010.3373069223,0.01981337709093578
2023-03-24 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1652074.9305368825,0.01310350735666821
2023-03-25 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1661342.6548355292,-0.005609748158114769
2023-03-26 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1607307.8187087327,0.03252479912528694
2023-03-27 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1613187.5354784736,-0.003658114955519043
2023-03-28 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1699620.5670580503,-0.053579035095842276
2023-03-29 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1691099.7579994623,0.005013359583743493
2023-03-30 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1702500.672223716,-0.006741715957514494
2023-03-31 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1697110.9318514534,0.0031657787043471997
2023-04-01 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1680541.3641659943,0.009763396943877178
2023-04-02 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1675814.8845269037,0.002812474444171875
2023-04-03 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1674769.2031908217,0.0006239837978150309
2023-04-04 16:00:00,0.0,917846.1801874761,-0.0821538198125239,1675157.599115652,-0.0002319101187735484
