final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
17667.813182210954,-0.982332186817789,-0.6351237605365473,-0.9824072455130408,-5.792191244363446,-0.6465,-1.9298,0.1902071563088512,0.353,0.0829,29,1.0,531,1.385256,-2.367588,-2.1871
