final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1076727.1399510927,0.0767271399510927,0.018627589733873462,-0.7480567939898454,0.2966426211266357,0.0249,0.393,0.34579439252336447,1.9889,1.0513,15,36.2,107,1.635106,-1.558379,-0.3968
