final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1447804.2061050243,0.44780420610502425,0.09684530057683016,-0.5935675895895947,0.4360567954025302,0.1632,0.5824,0.3779816513761468,1.7804,1.0819,17,47.8,545,1.385256,-0.937452,-0.2422
