final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
833120.5421633454,-0.1668794578366546,-0.0871316354210897,-0.16687945783665462,-1.253182518985359,-0.5221,-0.2961,0.1875,0.961,0.2218,5,1.0,16,4.632533,-4.799413,-2.1913
