final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
528634.1142654741,-0.47136588573452587,-0.14712874622640681,-0.765729253052845,-0.07157616822484424,-0.1921,-0.0885,0.5159574468085106,0.8501,0.9062,8,19.5,188,1.635106,-2.106472,-0.6044
