final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
256908.05459450514,-0.7430919454054948,-0.2877273237595851,-0.7430919454054948,-2.2697118180544296,-0.3872,-0.8015,0.26666666666666666,0.4989,0.1814,10,1.0,90,1.635106,-2.378198,-1.1874
