final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
932159.5692913246,-0.0678404307086754,-0.14542450843365096,-0.40971262721049434,-0.12173836936623685,-0.3549,-0.1717,0.3793103448275862,1.4849,0.9074,17,49.3,58,-0.395697,0.327856,1.3086
