final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
333753.1744807005,-0.6662468255192995,-0.23975866062535567,-0.822144454207243,-0.29709371391090483,-0.2916,-0.3715,0.6259168704156479,0.5288,0.8848,6,30.2,818,1.385256,-2.051503,-0.7326
