final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
849743.2391527555,-0.15025676084724449,-0.03985672475995694,-0.29646186757785964,-0.41126641756467464,-0.1344,-0.1189,0.43,1.0657,0.804,10,5.3,100,1.417501,-1.567758,-0.7158
